,url,address,name,online_order,book_table,rate,votes,phone,location,rest_type,dish_liked,cuisines,approx_cost(for two people),menu_item,listed_in(type),listed_in(city)
43362,https://www.zomato.com/bangalore/le-rock-brigade-road-bangalore?context=eyJzZSI6eyJlIjpbIjU5Njk3IiwiNTM0MDQiLCI1MzIxNiIsIjE4NjI3NTk5Iiw1MTY1NSwiMTg3NDQ0OTYiLCIxODYzMjc1NiIsIjU0MzExIiwiMTg1NTYyNjgiLCIxODQ5OTY4MiIsIjUxNjU3IiwiNTU4NjMiLCIxODM1OTEzNyIsIjE4NzA3Mzk1IiwiNTEwMjgiLCI1MDI3MCIsIjE4NTA5NzgzIiwiNTE3ODkiLCI1NDY3NSIsIjE4NDUyMzg3IiwiMTg2MTQ0ODEiXSwidCI6IkRpbmUtT3V0IFJlc3RhdXJhbnRzIGluIE1HIFJvYWQifX0=,"3, Rest House Road, Off Brigade Road, Brigade Road, Bangalore",Le Rock,Yes,No,4.0 /5,1218,"+91 9900025048
080 41231001",Brigade Road,Bar,"Cocktails, Pizza, Murgh Platter, Draught Beer, Veg Platter, Chicken Wings, Fries","Continental, Chinese","2,000","['Chicken Wings BBQ Sauce', 'Fish Tikka', 'Roasted Chicken Olives Pizza [9 inches]', 'Prawns Thai Curry with Rice', 'Chicken Biryani', 'Thai Curry with Rice', 'Paneer Makhani with Veg Pulao', 'Veg Saagwala with Kulcha', 'Dal Tadka with Kulcha', 'Chicken Thai Curry with Rice', 'Chicken Tikka Masala with Veg Pulao', 'Methi Murg Masala with Kulcha', 'Chicken Keema Mutter with Kulcha', 'Prawns Thai Curry with Rice', 'Tandoori Vegetable Platter', 'LRC Veg Platter', 'Assorted Chicken Platter', 'LRC Special Platter', 'Great Indian Feast Platter [Serves 2]', 'Roasted Tomato Basil Soup', 'Veg Clear Cilantro Soup', 'Cream of Broccoli Soup', 'Chicken Hot and Sour Soup', 'Chicken Tom Yum Soup', 'Chicken Clear Cilantro Soup', 'Prawns Tom Yum Soup', 'Classic Ceasar Salad', 'Greek Salad', 'Moong Sprouts Salad', 'Chicken Cold Salad', 'Chicken Greek Salad', 'Chicken Classic Ceasar Salad', 'Non Veg Le Rock Salad', 'Tirangi Phool Tikka', 'Tandoori Aloo', 'Tandoori Mushroom', 'Classic Paneer Tikka', 'Chicken Tikka', 'Tirangi Murg Tikka', 'Murg ka Chaap', 'Tandoori Chicken', 'Fish Tikka', 'Tandoori Prawns', 'Kalmi Kabab', 'Malai Tikka', 'Adraki Tikka', 'Hariyali Tikka', 'Cottage Cheese Steak', 'Vegetable Steak', 'Grilled Breast of Chicken', 'Countray Style Grilled Chicken', 'Chicken Strongoff', 'Fish and Chips', 'Grilled Fish with Butter Lemon Sauce', 'Grilled Prawns', 'Chicken Biryani', 'Vegetable Fried Rice', 'Vegetable Fried Rice in Hot Garlic Sauce', 'Shanghai Veg Fried Rice', 'Stir Fried Chinese Vegetables Fried Rice', 'Egg Fried Rice', 'Chicken Fried Rice', 'Ginger Chicken with Veg Fried Rice', 'Prawns Fried Rice', 'Triple Schezwan Fried Rice', 'Vegetable Noodles', 'Vegetable Noodles in Hot Garlic Sauce', 'Shanghai Veg Noodles', 'Stir Fried Chinese Vegetables Noodles', 'Egg Noodles', 'Chicken Noodles', 'Ginger Chicken with Veg Noodles', 'Prawns Noodles', 'Triple Schezwan Noodles', 'Formhouse Special Pizza [9 inches]', 'Classic Margherita Pizza [9 inches]', 'Pesto Primavera Pizza [9 inches]', 'Chicken Form House Special Pizza [9 inches]', 'Roasted Chicken Olives Pizza [9 inches]', 'Indi Pizza [9 inches]', 'Bacon Piccante Pizza [9 inches]', 'Veg Alfredo Pasta', 'Veg Basil Nuts Pesto Pasta', 'Veg Arrabiata Pasta', 'Veg Provencal Sauce Pasta', 'Chicken Alfredo Pasta', 'Chicken Basil Nuts Pesto Pasta', 'Chicken Arrabiata Pasta', 'Chicken Provencal Sauce Pasta', 'Vegetable Sandwich', 'Paneer Tikka Sandwich', 'Chicken Salad Sandwich', 'The Original BLT Sandwich', 'French Fries', 'Potato Wedges', 'Peri Peri French Fries', 'Cheesy French Fries', 'Masala Papad Cone', 'Roasted Peanuts Peri Peri Masala', 'Boiled Peanuts Masala', 'Nachos Loaded with Refried Beans', 'Kung Pao Baby Potatoes', 'Spicy Schezwan Crispy Veg', 'Corn Chilli Pepper', 'Corn Butter Fry', 'Baby Corn Roasted Chilli Pepper', 'Chilli Mushroom', 'Mushroom Salt and Pepper', 'Chilli Gobi', 'Gobi Manchurian Dry', 'Gobi 65', 'Chilli Paneer', 'Mongolian Paneer', 'Cheese Jalapeno Pops', 'Mushroom Orly', 'Cheese and Olives Sticks', 'Cheese Cherry Pineapple Sticks', 'Bruschetta', 'Cheesy Fry Wonton', 'Corn Mushroom Cigar Roll', 'Steamed Vegetable', 'Soya Bean Tikki', 'Cheesy Garlic Toast', 'Cheese Chilli Toast', 'Potato Basket', 'Egg Chilli', 'Egg Coriander', 'Egg Foo Young', 'Delivilled Boiled Egg', 'Chicken Jalapeno Nuggets', 'Chicken Nachos Loaded', 'Chicken Wings BBQ Sauce', 'Chicken Wings Death Sauce', 'Crispy Fried Chicken Wings', 'Tawa Murg Angara', 'Southern Chicken Kabab', 'Grilled Chicken Skewers', 'Drums of Heaven', 'Chicken Lollipop', 'Thichin Chilli Chicken', 'Chilli Chicken', 'Malabar Chicken', 'Andhra Style Chilli Chicken', 'Slice Pork Chilli Cilantro', 'Kerala Pork', 'Singapore Chilli Pork', 'Bacon Fry', 'Fish Finger', 'Singapore Chilli Fish', 'Tawa Fish Fry South Indian Style', 'Banana Wrapped Fish', 'Kasundi Fish Tawa Fry', 'Prawns Salt N Pepper', 'Schezwan Prawns', 'Singapore Chilli Prawns', 'Butter Garlic Prawns', 'Butter Fry Prawns', 'Beer Batter Prawns', 'Squid Chilli Garlic', 'Squid Batter Fry', 'Seafood Basket', 'Boneless Bodacious Tenders BBQ', 'Boneless Bodacious Tenders Death', 'Gambas Pil Pil', 'Paneer Kathi Roll', 'Chicken Tikka Roll', 'Green Salad', 'Honey Crispy Noodles with Vanilla Ice Cream', 'Chocolate Brownie with Vanilla Ice Cream', 'Gajar Ka Halwa with Vanilla Ice Cream']",Dine-out,MG Road
41093,https://www.zomato.com/bangalore/north-wale-restaurant-brookefield?context=eyJzZSI6eyJlIjpbIjE4NzQ5ODA2IiwiMTg3NjY1ODkiLCIxODk0NzQzMyIsIjE4NjAyNzk0IiwxODU0NjQ1MCwiMTgyNzUwMDgiLCI1MDEzOCIsIjE4OTYxNzMwIiwiMTg5NjQ2MTciLCIxODk2NjI2MCIsIjE4MTY1NzgxIiwiMTg1MTUwMDEiLCIxODYxMTk5NyIsIjE4NjU0Mzk3IiwiMTg2ODkxNjgiLCIxODM1OTExMiIsIjU2OTQ3IiwiNTg0MDgiLCI1ODUxNCIsIjU4NTMzIiwiNTc3NjAiLCI1ODQ2MyIsIjU5NDk0IiwiNTk4OTAiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIE1hcmF0aGFoYWxsaSJ9fQ==,"1, Nanjappa Complex, Kundalahalli Gate, Kundalahalli, Bangalore",North Wale Restaurant,No,No,2.9 /5,115,+91 9986445358,Brookefield,Casual Dining,Tandoori Chicken,"North Indian, Chinese",800,[],Delivery,Marathahalli
4531,https://www.zomato.com/bangalore/delice-novotel-marathahalli?context=eyJzZSI6eyJlIjpbIjU2NDQxIiwiMTg4NDg1MjEiLCIxODQyMzQwMSIsIjU3MTY3Iiw1MzQ5MCwiMTg2MjA3MjAiLCIxODcwMjY0NCIsIjE4NjI4NTA0IiwiMTg0MjM0MTYiLCIxODg4NTk0OCIsIjYxNjY5IiwiMTg1Mjk3MjIiLCIxODY4MDQwMiIsIjE4NTMyMTczIiwiNTc0MDYiXSwidCI6IkRlc3NlcnRzICYgQmFrZXMgaW4gQmVsbGFuZHVyIn19,"Novotel Bengaluru, Opposite RMZ Ecospace Business Park, Marathahalli - Sarjapur Outer Ring Road, Marathahalli, Bangalore",Delice - Novotel,No,No,3.8/5,33,"+91 9538897344
+91 9538897332",Marathahalli,"Dessert Parlor, Bakery",,"Desserts, Bakery",800,[],Desserts,Bellandur
17013,https://www.zomato.com/bangalore/vintage-shack-hsr?context=eyJzZSI6eyJlIjpbIjU3OTgwIiwiNTI0ODgiLCI1ODM3OSIsIjE4NDcyMzk5IiwxODQ2NjkwMywiMTg0MzA3ODMiLCIxODgwMjU3MSIsIjUxNTgwIiwiNTgwODEiLCI1MTk1MiIsIjU4MTI5IiwiNTk4NDYiLCIxODgxMTAzOCIsIjE4NjExNTE1IiwiNTI0MjgiLCIxODQ4OTExOCIsIjE4NjI3NTQzIiwiMTg5MDMzMjEiLCI1NTIyNSIsIjE4NDkzMjkwIiwiMTg1ODI0MjQiLCIxODgwNzk0NyIsIjUzNzgyIiwiMTg2MjQyODEiXSwidCI6IkRpbmUtT3V0IFJlc3RhdXJhbnRzIGluIEhTUiJ9fQ==,"1081, First Floor, 18th Cross, 14th Main, Sector 3, HSR, Bangalore",Vintage Shack,Yes,Yes,3.9/5,161,080 49652190,HSR,"Casual Dining, Lounge","Panna Cotta, Murgh Makhani, Pasta, Lemonade, Chicken Biryani, Kulcha, Naan","North Indian, Continental",900,[],Dine-out,HSR
6478,https://www.zomato.com/bangalore/delhi-bhavan-commercial-street?context=eyJzZSI6eyJlIjpbIjE4Njc1NjA1IiwiNTQ4MjgiLCI1MzM1MiIsIjE4NDM3MjU3Iiw1NDgyOSwiNTU3NjQiLCI1NDI4NSIsIjU0NTU2IiwiNjE2MjkiLCIxODE0MDc4OCIsIjE4MjA4MzUxIiwiNTQzODgiLCIxODc0NjUyMyIsIjE4NTk4OTE0IiwiMTg1OTk1MjAiXSwidCI6IkRpbmUtT3V0IFJlc3RhdXJhbnRzIGluIEJyaWdhZGUgUm9hZCJ9fQ==,"44/A, K Kamaraj Road, Commercial Street Area, Commercial Street, Bangalore",Delhi Bhavan,No,No,3.4/5,11,080 25512929,Commercial Street,Quick Bites,,"Street Food, Mithai",150,[],Dine-out,Brigade Road
43252,https://www.zomato.com/bangalore/brik-oven-church-street?context=eyJzZSI6eyJlIjpbIjU1OTA3IiwiNTA4OTAiLCI1MDcwOSIsIjUwNDkzIiwxODIyNDY1MCwiMTgyODc0MzMiLCIxODg3MTI0NiIsIjUzNTY2IiwiMTgzMzk4NzQiLCI1MDQ2MiIsIjUwNTY1IiwiMTg0OTQwNjQiLCI1OTYzOCIsIjU3NDM4IiwiNTA0MjAiXSwidCI6IkRpbmUtT3V0IFJlc3RhdXJhbnRzIGluIE1HIFJvYWQifX0=,"19, Church Street, Bangalore",Brik Oven,No,No,4.6 /5,2293,+91 9148100119,Church Street,Cafe,"Garlic Bread, Waffles, Brownie Shake, Cookie Monster Shake, Wood Fire Pizza, Big Bang Shake, Mushroom Pizza","Cafe, Pizza, Beverages","1,100",[],Dine-out,MG Road
25139,https://www.zomato.com/bangalore/silver-spoon-restaurant-hennur?context=eyJzZSI6eyJlIjpbIjE4NTc3ODY2IiwiMTg1Mjk1MTIiLCIxODcxOTQyOSIsIjUwODUzIiwxODM2OTA5OCwiMTgzNzk2NjgiLCIxODcxOTM3NCJdLCJ0IjoiRGluZS1PdXQgUmVzdGF1cmFudHMgaW4gS2FseWFuIE5hZ2FyIn19,"345, 6th cross, 10th Main, Maruthi Layout, Hennur-Cross",Silver Spoon Restaurant,Yes,No,3.2/5,55,"+91 8746016811
+91 9916220808",Hennur,Quick Bites,,"North Indian, Chinese, Continental",400,[],Dine-out,Kalyan Nagar
21917,https://www.zomato.com/bangalore/veg-by-nature-jp-nagar-bangalore?context=eyJzZSI6eyJlIjpbIjE4NjUyMTA4IiwiMTg3ODQxMDgiLCIxODc5NjgyMSIsIjE4ODIyNTkxIiwxODc5Njc0NSwiMTg3NDIxMTkiLCIxODcyMzM4NiIsIjE4NzQwOTQxIiwiNTE5ODMiLCIxODU4NzkwNSIsIjE4Njg5NzU0IiwiNTA1NzciLCIxODYwMTAwMiIsIjE4NzU5ODcwIiwiMTg3NTMwMDciXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEpQIE5hZ2FyIn19,"1260, SY 35/4, SJR Tower's, 7th Phase, 24th Main Puttanhalli, JP Nagar, Bangalore",Veg By Nature,Yes,No,3.4/5,14,080 43334321,JP Nagar,"Takeaway, Delivery",,North Indian,200,[],Delivery,JP Nagar
9995,https://www.zomato.com/bangalore/sree-banashankari-donne-biriyani-rajajinagar-bangalore?context=eyJzZSI6eyJlIjpbIjE4ODk1NDcxIiwiMTg5NDU0NzIiLCIxODY1NjA4MyIsIjE4MTk4ODkzIiwxODk0NjQ2OSwiMTg5NTA4MzIiLCI2MDQ4MCIsIjE4NzMwMjAxIiwiMTg4MDM3ODgiLCI1NTE0OSIsIjE4NjI4MTcxIiwiNTA5OTAiLCIxODU4ODU2MyIsIjE4NzQ2NDg3IiwiNTAzMzciLCIxODIyMTU2NSIsIjE4NTcxMjE5IiwiMTg3MjIzMDMiLCIxODI5MDA4NiIsIjE4ODEyMjQ1IiwiMTg2OTczNzIiLCIxODc3OTcyNiIsIjU2OTQ5Il0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBCVE0ifX0=,"199/C, 1st Stage, Mahaganapathi Nagar, Basaveshwara Nagar, Rajajinagar, Bangalore",Sree Banashankari Donne Biriyani,Yes,No,NEW,0,+91 8861188512,Rajajinagar,Quick Bites,,"North Indian, Kebab",250,"['Biryani Rice', 'Mutton Biryani', 'Chicken Leg [2 Pieces]', 'Chicken Pepper', 'Biryani Rice', 'Egg Biryani', 'Chicken Biryani', 'Mutton Biryani', 'Chicken Leg [2 Pieces]', 'Chicken Pepper', 'Chilli Chicken', 'Chicken Red', 'Lemon Chicken']",Delivery,BTM
37916,https://www.zomato.com/bangalore/shaadi-ki-biryani-commercial-street?context=eyJzZSI6eyJlIjpbIjU2NjU0IiwiMTgzODU0NTQiLCIxODcyMDE1MyIsIjU3NjQwIiw1NDc0MSwiNTA4OTAiLCIxODcyMDE4OSIsIjE4NTUzNzAyIiwiMTg2NTM0MjUiLCIxODQzOTY3MCIsIjE4NjgzOTIxIiwiMTg4MTY0NTciLCIxODkwMzMwNSIsIjU3NDM4IiwiNTQ0MDAiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIExhdmVsbGUgUm9hZCJ9fQ==,"75, Jansons Building, Next to Westside, Commercial Street, Bangalore",Shaadi Ki Biryani,Yes,No,2.8 /5,302,080 65650707,Commercial Street,Casual Dining,"Mutton Biryani, Brinjal Curry, Chicken Biryani, Kheer, Hyderabadi Biryani, Raita, Kebab Platter",Biryani,500,[],Delivery,Lavelle Road
12859,https://www.zomato.com/bangalore/italia-the-park-bangalore-mg-road?context=eyJzZSI6eyJlIjpbIjE4NTI5MDI2IiwiNTI0MzMiLCI1MzE4NSIsIjUwMjMyIiw1MDUxMSwiMTg0ODAwNTUiLCI2MDYyMSIsIjE4OTAyMDAzIiwiMTg2NjYxMjkiLCI1MTE0OSIsIjE4NzkxMzQ3IiwiMTg5NjQyMjkiLCIxODk2MTQyNiIsIjE4OTY2OTIyIiwiNTE5MDYiLCIxODI3ODI0MSIsIjU4ODUxIiwiNTE4ODMiLCI1Mjk4OCIsIjE4ODU3MzU3IiwiNjA3NzMiLCIxODc2MDM0NyIsIjE4NzcyOTgzIiwiNjAzNTMiXSwidCI6IkRpbmUtT3V0IFJlc3RhdXJhbnRzIGluIENodXJjaCBTdHJlZXQifX0=,"The Park Bangalore, 14/7, MG Road, Bangalore, Karnataka",Italia - The Park Bangalore,No,No,3.7/5,82,"+91 9035808038
+91 9049882302",MG Road,Fine Dining,"Pasta, Pizza, Wine, Tiramisu, Spaghetti, Salad, Ravioli",Italian,"2,500",[],Dine-out,Church Street
46389,https://www.zomato.com/bangalore/yumjar-malleshwaram-bangalore?context=eyJzZSI6eyJlIjpbIjE4NjYyMTIyIiwiNTY2MjkiLCIxODc0MjkxMCIsIjUwMzg4IiwxODg3MTAzMSwiMTgzNjk4MjEiLCI1MTc1NyIsIjUwMDk3IiwiMTg0MTg1MjgiLCI1MDU4OCIsIjUwNjk0IiwiMTg3OTU4MTQiLCI1MTM2NiIsIjUyNzEzIiwiMTg2NzAwOTIiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIFJhamFqaW5hZ2FyIn19,"278/81, 2nd stage, Rajajinagar, Malleshwaram, BBMP north, Malleshwaram, Bangalore",Yumjar,Yes,No,,0,"+91 9901879498
+91 8277070404",Rajajinagar,Quick Bites,,"Fast Food, Beverages, Desserts",300,[],Delivery,Rajajinagar
28718,https://www.zomato.com/bangalore/sri-krishna-sagar-koramangala-6th-block-bangalore?context=eyJzZSI6eyJlIjpbIjE4ODAzNDk5IiwiMTg0NTc2MzEiLCIxODkzMzcwOCIsIjE4Njc4MDcwIiwxODY5Njg3OSwiMTg1MjA4NjEiLCIxODgyMDYyMCIsIjE4NjI1NTYwIiwiMTgxNzI1MjEiLCIxODgwMTAzOCIsIjU2NTE5IiwiNjEwMzkiLCIxODQ3NjQ3NyIsIjE4NjMyNDEyIiwiMTgzNzEyODMiLCIxODkxOTM1NyIsIjE4OTIwOTk3IiwiMTgwODk3MDQiLCIxODU2MjIyNCIsIjE4Mjk4MjY2IiwiNTcyNzYiLCIxODg5MTI2OSJdLCJ0IjoiRGluZS1PdXQgUmVzdGF1cmFudHMgaW4gS29yYW1hbmdhbGEgNHRoIEJsb2NrIn19,"505, 6th Cross Rd, Koramangala 6th Block, Bangalore",Sri Krishna Sagar,Yes,No,3.9 /5,43,+91 7406806298,Koramangala 6th Block,Quick Bites,,South Indian,300,[],Dine-out,Koramangala 4th Block
3856,https://www.zomato.com/manisbelandur?context=eyJzZSI6eyJlIjpbIjE4NTM5NjQ4IiwiMTg2NjM3MDciLCIxODc3NDYwOSIsIjE4Nzg5NjgzIiw1NjU4MywiMTg3NjA4MDMiLCIxODg2MjM0MCIsIjE4NjQ2MDAyIiwiMTg2NTUyOTciLCIxODM2MjQxMCIsIjE4Mzc5NjU2IiwiNTI0MTciLCI2MTM1OSIsIjE4MjU0NTY2IiwiMTg0MjM0MjQiLCIxODk0MDYzNiIsIjE4Njk3MDA3IiwiNTU5NDAiLCIxODM0NjMzNyIsIjE4NjU0NjE4IiwiMTg2Mzc5NTEiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJlbGxhbmR1ciJ9fQ==,"13, 1st Floor, Above Amba Bajaj, Sarjapur Marthahalli Outer Ring Road, Bellandur, Bangalore",Mani's Dum Biryani,Yes,No,4.0/5,894,"080 43006111
+91 9606441694",Bellandur,Casual Dining,"Vegetable Biryani, Raita, Chicken Boneless Biryani, Biryani Combo, Mutton Biryani, Chicken Kebab Biryani, Fish Biryani","Biryani, Kebab",750,[],Delivery,Bellandur
8426,https://www.zomato.com/bangalore/muthashys-btm-bangalore?context=eyJzZSI6eyJlIjpbIjE4MzYyNDA1IiwiNTY5MTMiLCIxODQxNzUyMiIsIjE4NjQ4Mzg1Iiw1MTIzOSwiMTgzNDM5OTMiLCIxODY0Nzc3MiIsIjUxNzk1IiwiNTc5MzIiLCIxODc3Mjc0MCIsIjU2NDg4IiwiNTA5MjQiLCIxODgyNDE3NCIsIjE4NjU3MTkzIiwiMTg3Njk2NzUiLCIxODgwMTQxNSIsIjUzMDE1Il0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBCVE0ifX0=,"3, Brindavan Complex, 20th Main, Maruthi Nagar Main Road, 1st Stage, BTM Layout",Muthashy's,Yes,No,4.2/5,465,"080 42274488
+91 9844162560",BTM,Quick Bites,"Fish, Appam, Egg Roast, Kadala Curry, Chicken Curry, Beef Fry, Ghee Rice","Kerala, South Indian, Chinese",400,[],Delivery,BTM
43602,https://www.zomato.com/bangalore/mummy-dhaba-ulsoor?context=eyJzZSI6eyJlIjpbIjYwMzk0IiwiNTEwMDMiLCI1NzU1NyIsIjUzNjM2IiwxODM3NDM0MiwiNTgwNTkiLCI1NDgzMyIsIjE4MzI1Mjk1IiwiNTk1NzkiLCIxODgyMjAxOSIsIjUyMTIyIiwiMTg0MjYzOTYiLCIxODQzOTYyMSIsIjE4NjM2NTczIiwiMTg2NTM0MjUiLCI1NDM3MyIsIjYxNTkxIiwiNjE2MjAiLCIxODM1NjQyNyIsIjU5OTM1IiwiNTIxMjAiXSwidCI6IkRpbmUtT3V0IFJlc3RhdXJhbnRzIGluIE1HIFJvYWQifX0=,"Next To Lavanya Theater, St.John's Road, Ulsoor, Bangalore",Mummy Dhaba,Yes,No,3.4 /5,48,+91 8951133536,Ulsoor,Quick Bites,Dal Makhani,North Indian,300,[],Dine-out,MG Road
8719,https://www.zomato.com/bangalore/naati-manae-jp-nagar?context=eyJzZSI6eyJlIjpbIjE4ODY2NjExIiwiMTgzOTkyMTgiLCIxODY5MTExNiIsIjE4ODg3NjA5IiwxODU0NTA1NywiMTg4ODg3NDYiLCIxODY3MjcyNCIsIjE4NjA0Njg4IiwiMTg4OTMzNDMiLCIxODYyNzc0NiIsIjUwMTI4IiwiMTg4NjU1NDgiLCIxODQwNzg5OSIsIjE4NzE1MTU5IiwiMTg1NDUwODUiLCIxODYxNTg0MyIsIjE4NTMxNDkzIiwiNTA0ODEiLCIxODg1MjE3MyIsIjE4ODIyMzg3IiwiNTc3ODIiLCIxODYzODMyMSIsIjE4NjgwMDk5IiwiNTUxNjIiXSwidCI6IkRlbGl2ZXJ5IFJlc3RhdXJhbnRzIGluIEJUTSJ9fQ==,"4th Floor, Bangalore Central Mall, 9th Block, JP Nagar, Bangalore",Naati Manae,Yes,No,3.1/5,10,"+91 8217514405
+91 8041116661",JP Nagar,Food Court,,"South Indian, Biryani",500,[],Delivery,BTM
31338,https://www.zomato.com/bangalore/tetto-koramangala-1st-block?context=eyJzZSI6eyJlIjpbIjE4ODY1ODg1IiwiMTg1NjU4NDkiLCIxODQyNDA2MCIsIjE4NzM0MDI1IiwxODY1MzUwNiwiMTg5MjczNDciLCI1NzIwMyIsIjE4NTM1NjAyIiwiMTg4MTE5MDQiLCIxODU2NzM0OCIsIjUyMDk2IiwiNTAwMDQiLCIxODU0MTM2OCIsIjUwMDYzIiwiNTY2NDMiXSwidCI6IkRpbmUtT3V0IFJlc3RhdXJhbnRzIGluIEtvcmFtYW5nYWxhIDV0aCBCbG9jayJ9fQ==,"156, 2nd Floor, Jakksandra, Koramangala 1st Block, Bangalore",Tetto,Yes,No,3.7 /5,130,"+91 8025634444
+91 8861036118",Koramangala 1st Block,"Casual Dining, Bar","Burgers, Cocktails, Mushroom Nuggets, Draught Beer, Fish Fingers",Continental,"1,200",[],Dine-out,Koramangala 5th Block
36270,https://www.zomato.com/bangalore/watheen-nuts-btm-bangalore?context=eyJzZSI6eyJlIjpbIjE4Nzc4Mjg5IiwiMTg3ODAwODMiLCIxODc4MzQyMSIsIjE4Nzg5NzM0IiwxODc5NzkzNCwiMTg3OTg4NTgiLCIxODgwMzYzNyIsIjE4ODIyNTE3IiwiMTg4NDM4NTIiLCIxODg1MzUzOCIsIjE4ODkwMzg1IiwiMTg4OTUxNzEiLCIxODg5Njc3NSIsIjE4OTAwNzE2IiwiMTg2MDUyOTciLCIxODYxMTEwMiIsIjE4NjE2MTEwIiwiMTg2MTUzMTgiLCIxODYzNDMxNCIsIjE4NjQyMDM0IiwiMTg2NDIwNDciLCIxODY0MjA2MyJdLCJ0IjoiRGVsaXZlcnkgUmVzdGF1cmFudHMgaW4gS29yYW1hbmdhbGEgN3RoIEJsb2NrIn19,"01, 100 Feet Ring Road, 1st Phase, BTM 2nd stage, Bangalore",Watheen Nuts,No,No,,0,,BTM,"Takeaway, Delivery",,Desserts,400,[],Delivery,Koramangala 7th Block
26993,https://www.zomato.com/bangalore/foreign-caf%C3%A9-koramangala-7th-block?context=eyJzZSI6eyJlIjpbIjE4NDY4ODE1IiwiMTg4MDMwMjUiLCIxODQyNjA4MSIsIjE4ODkzMzQzIiwxODYyMDg1MywiMTg1MzU2ODYiLCI2MTQ4MSIsIjE4NzkyMzYxIiwiMTg2MjU1NjAiLCI2MTA1MyIsIjE4NjMyNDEyIiwiMTg3NjU2MDUiLCI1NTE2MiIsIjE4ODk1MzE1IiwiMTg3ODk2ODgiLCI1Mjk3MSIsIjE4NTUwNjEzIiwiMTgzOTkyMTgiLCIxODcyMzQ1MCIsIjE4MjQ2NDg4Il0sInQiOiJEZWxpdmVyeSBSZXN0YXVyYW50cyBpbiBLb3JhbWFuZ2FsYSA0dGggQmxvY2sifX0=,"1st Floor, 1st Cross, Besides Bosch, Koramangala 7th Block, Bangalore",Foreign CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Yes,No,3.8/5,44,"080 41202278
+91 7829745705",Koramangala 7th Block,Delivery,,Continental,500,[],Delivery,Koramangala 4th Block
50028,https://www.zomato.com/bangalore/cravingz-bellandur-bangalore?context=eyJzZSI6eyJlIjpbIjYwMDAwIiwiMTg2ODc3OTIiLCIxODczNDUzMSIsIjE4NzQ3NDcwIiwxODc5MTMwNiwiMTg3OTc4MjkiLCIxODg1MTQ1NyIsIjE4OTA4MTMyIiwiMTg5NDE4NzUiLCIxODk0OTcxMyIsIjE4NTU1NTQ1IiwiMTg2MTc5MzciLCIxODk1MzU3MyIsIjE4ODkwMDAxIiwiMTg3MjM4MzYiXSwidCI6IkRpbmUtT3V0IFJlc3RhdXJhbnRzIGluIFNhcmphcHVyIFJvYWQifX0=,"Counter 14, Food Court, Pritech Park, Bellandur, Bangalore",Cravingz,No,No,,0,+91 9739398644,Bellandur,Quick Bites,,"Fast Food, Beverages",400,[],Dine-out,Sarjapur Road
18494,https://www.zomato.com/bangalore/the-teal-door-cafe-1-indiranagar?context=eyJzZSI6eyJlIjpbIjE4NjAzODIyIiwiNTM1NzkiLCI1MDMxNCIsIjU2NDY0IiwxODQxNDM4NCwiMTgzNzQ1MTciLCI2MTExMSIsIjE4MjIxNTY0IiwiMTg3NjUxNjMiLCI1OTQyMiIsIjUwMjI1IiwiNTM3MTUiLCI1MTU1MSIsIjE4NjU3MTI3IiwiMTg1ODgwNjYiXSwidCI6IkRlc3NlcnRzICYgQmFrZXMgaW4gSW5kaXJhbmFnYXIifX0=,"618, 2nd Main Road, Binnamangala, Hoysala Nagar, Indiranagar, Bangalore",The Teal Door Cafe,Yes,No,4.2/5,1855,080 49653146,Indiranagar,Cafe,"Mocktails, Sandwiches, Mushroom Soup, Idli Platter, Nachos, Appam, Egg Dosa","Cafe, Continental",800,[],Desserts,Indiranagar
